rank,title,artist,genre,weeks_on_chart,date,week_number,year
93,Break My Soul,Kendrick Lamar,R&B/Soul,1,2025-05-21,21,2025
94,As It Was,Doja Cat,Pop,8,2025-05-21,21,2025
95,Unholy,Lizzo,Pop,1,2025-05-21,21,2025
96,Break My Soul,Post Malone,Country,1,2025-05-21,21,2025
97,About Damn Time,Blackpink,Country,14,2025-05-21,21,2025
98,Break My Soul,Justin Bieber,Country,5,2025-05-21,21,2025
99,About Damn Time,Doja Cat,Pop,2,2025-05-21,21,2025
100,Anti-Hero,Billie Eilish,Pop,19,2025-05-21,21,2025
1,Flowers,Taylor Swift,Pop,15,2025-05-28,22,2025
2,Pink Venom,Lizzo,Hip-Hop/Rap,8,2025-05-28,22,2025
3,Kill Bill,Olivia Rodrigo,Rock,11,2025-05-28,22,2025
4,Unholy,Miley Cyrus,Hip-Hop/Rap,13,2025-05-28,22,2025
5,Flowers,Olivia Rodrigo,Pop,15,2025-05-28,22,2025
6,Dynamite,Ariana Grande,Pop,6,2025-05-28,22,2025
7,As It Was,Morgan Wallen,Hip-Hop/Rap,17,2025-05-28,22,2025
8,HUMBLE.,Harry Styles,Hip-Hop/Rap,16,2025-05-28,22,2025
9,Kill Bill,Harry Styles,Pop,13,2025-05-28,22,2025
10,About Damn Time,Ariana Grande,Rock,8,2025-05-28,22,2025
11,Unholy,Lil Baby,Rock,1,2025-05-28,22,2025
12,Late Night Talking,Morgan Wallen,Pop,8,2025-05-28,22,2025
13,Late Night Talking,Morgan Wallen,Pop,7,2025-05-28,22,2025
14,Break My Soul,Miley Cyrus,Rock,6,2025-05-28,22,2025
15,Dynamite,Billie Eilish,Pop,7,2025-05-28,22,2025
16,Unholy,Ariana Grande,Country,8,2025-05-28,22,2025
17,HUMBLE.,Dua Lipa,Pop,11,2025-05-28,22,2025
18,Last Night,Ariana Grande,Country,9,2025-05-28,22,2025
19,As It Was,Bad Bunny,Pop,2,2025-05-28,22,2025
20,As It Was,Lil Baby,Hip-Hop/Rap,11,2025-05-28,22,2025
21,Flowers,Dua Lipa,Rock,19,2025-05-28,22,2025
22,Kill Bill,Morgan Wallen,R&B/Soul,14,2025-05-28,22,2025
23,Unholy,Billie Eilish,Hip-Hop/Rap,20,2025-05-28,22,2025
24,Pink Venom,Billie Eilish,R&B/Soul,1,2025-05-28,22,2025
25,Kill Bill,Justin Bieber,Rock,19,2025-05-28,22,2025
26,Unholy,Dua Lipa,Hip-Hop/Rap,11,2025-05-28,22,2025
27,Hold Me Closer,Lizzo,Hip-Hop/Rap,8,2025-05-28,22,2025
28,Vampire,Harry Styles,R&B/Soul,10,2025-05-28,22,2025
29,Dynamite,Billie Eilish,Rock,15,2025-05-28,22,2025
30,Hold Me Closer,Dua Lipa,R&B/Soul,12,2025-05-28,22,2025
31,Unholy,Justin Bieber,Hip-Hop/Rap,17,2025-05-28,22,2025
32,Late Night Talking,Lizzo,R&B/Soul,4,2025-05-28,22,2025
33,Hold Me Closer,BTS,Pop,9,2025-05-28,22,2025
34,Unholy,Blackpink,Country,19,2025-05-28,22,2025
35,About Damn Time,Kendrick Lamar,Rock,19,2025-05-28,22,2025
36,Unholy,Miley Cyrus,Rock,6,2025-05-28,22,2025
37,Late Night Talking,Taylor Swift,Hip-Hop/Rap,10,2025-05-28,22,2025
38,About Damn Time,Post Malone,R&B/Soul,10,2025-05-28,22,2025
39,Unholy,Drake,R&B/Soul,14,2025-05-28,22,2025
40,Unholy,BTS,Pop,5,2025-05-28,22,2025
41,Flowers,Morgan Wallen,Hip-Hop/Rap,11,2025-05-28,22,2025
42,Hold Me Closer,Billie Eilish,Hip-Hop/Rap,15,2025-05-28,22,2025
43,Flowers,Bad Bunny,Pop,8,2025-05-28,22,2025
44,Unholy,Ariana Grande,Rock,1,2025-05-28,22,2025
45,Late Night Talking,Doja Cat,R&B/Soul,10,2025-05-28,22,2025
46,Break My Soul,Bad Bunny,Rock,7,2025-05-28,22,2025
47,Break My Soul,Doja Cat,R&B/Soul,11,2025-05-28,22,2025
48,Hold Me Closer,Lizzo,Pop,11,2025-05-28,22,2025
49,Break My Soul,Lizzo,R&B/Soul,5,2025-05-28,22,2025
50,Unholy,Taylor Swift,Hip-Hop/Rap,19,2025-05-28,22,2025
51,Break My Soul,Morgan Wallen,Pop,15,2025-05-28,22,2025
52,Anti-Hero,Lil Baby,Country,1,2025-05-28,22,2025
53,Vampire,Ariana Grande,Rock,15,2025-05-28,22,2025
54,As It Was,Kendrick Lamar,Country,3,2025-05-28,22,2025
55,Pink Venom,Miley Cyrus,Alternative,4,2025-05-28,22,2025
56,Flowers,Justin Bieber,Hip-Hop/Rap,18,2025-05-28,22,2025
57,Late Night Talking,Bad Bunny,R&B/Soul,17,2025-05-28,22,2025
58,About Damn Time,Olivia Rodrigo,Country,10,2025-05-28,22,2025
59,Break My Soul,Billie Eilish,Country,14,2025-05-28,22,2025
60,Late Night Talking,Billie Eilish,Country,14,2025-05-28,22,2025
61,Pink Venom,Taylor Swift,Hip-Hop/Rap,9,2025-05-28,22,2025
62,Vampire,Ariana Grande,Country,9,2025-05-28,22,2025
63,Pink Venom,Lil Baby,Hip-Hop/Rap,3,2025-05-28,22,2025
64,Hold Me Closer,Lil Baby,Pop,2,2025-05-28,22,2025
65,Pink Venom,Drake,Pop,18,2025-05-28,22,2025
66,Break My Soul,Kendrick Lamar,Pop,5,2025-05-28,22,2025
67,Last Night,Lizzo,Hip-Hop/Rap,16,2025-05-28,22,2025
68,Pink Venom,Bad Bunny,Country,2,2025-05-28,22,2025
69,Anti-Hero,Harry Styles,Country,17,2025-05-28,22,2025
70,Hold Me Closer,Post Malone,Pop,19,2025-05-28,22,2025
71,About Damn Time,Harry Styles,Hip-Hop/Rap,18,2025-05-28,22,2025
72,Hold Me Closer,Blackpink,Country,3,2025-05-28,22,2025
73,HUMBLE.,Olivia Rodrigo,Country,18,2025-05-28,22,2025
74,Break My Soul,Bad Bunny,R&B/Soul,18,2025-05-28,22,2025
75,Dynamite,Drake,Rock,16,2025-05-28,22,2025
76,Dynamite,Billie Eilish,R&B/Soul,13,2025-05-28,22,2025
77,Unholy,Lil Baby,Country,17,2025-05-28,22,2025
78,Late Night Talking,Post Malone,Pop,9,2025-05-28,22,2025
79,Flowers,Lizzo,R&B/Soul,13,2025-05-28,22,2025
80,Flowers,Ed Sheeran,Hip-Hop/Rap,7,2025-05-28,22,2025
81,Unholy,Lizzo,Hip-Hop/Rap,17,2025-05-28,22,2025
82,Hold Me Closer,Bad Bunny,Pop,3,2025-05-28,22,2025
83,HUMBLE.,Ariana Grande,R&B/Soul,5,2025-05-28,22,2025
84,Unholy,Drake,R&B/Soul,1,2025-05-28,22,2025
85,Anti-Hero,Ariana Grande,Hip-Hop/Rap,1,2025-05-28,22,2025
86,Anti-Hero,Taylor Swift,Country,2,2025-05-28,22,2025
87,Hold Me Closer,Dua Lipa,Rock,3,2025-05-28,22,2025
88,Flowers,Taylor Swift,Rock,16,2025-05-28,22,2025
89,Dynamite,Dua Lipa,R&B/Soul,1,2025-05-28,22,2025
90,Break My Soul,Morgan Wallen,Pop,18,2025-05-28,22,2025
91,Pink Venom,Harry Styles,Rock,2,2025-05-28,22,2025
92,As It Was,Bad Bunny,Country,7,2025-05-28,22,2025
93,Vampire,Ed Sheeran,R&B/Soul,9,2025-05-28,22,2025
94,Last Night,Kendrick Lamar,Hip-Hop/Rap,10,2025-05-28,22,2025
95,Kill Bill,Lil Baby,Alternative,11,2025-05-28,22,2025
96,About Damn Time,Blackpink,R&B/Soul,2,2025-05-28,22,2025
97,Kill Bill,Miley Cyrus,Alternative,20,2025-05-28,22,2025
98,About Damn Time,Doja Cat,Rock,18,2025-05-28,22,2025
99,Last Night,Blackpink,Country,13,2025-05-28,22,2025
100,About Damn Time,Harry Styles,Alternative,6,2025-05-28,22,2025
1,Flowers,Ed Sheeran,R&B/Soul,11,2025-06-04,23,2025
2,About Damn Time,Lil Baby,Pop,4,2025-06-04,23,2025
3,Hold Me Closer,Olivia Rodrigo,Hip-Hop/Rap,10,2025-06-04,23,2025
4,Late Night Talking,Drake,Pop,17,2025-06-04,23,2025
5,About Damn Time,BTS,R&B/Soul,7,2025-06-04,23,2025
6,Flowers,Ed Sheeran,R&B/Soul,4,2025-06-04,23,2025
7,Last Night,Bad Bunny,Pop,12,2025-06-04,23,2025
8,About Damn Time,Ariana Grande,Pop,14,2025-06-04,23,2025
9,Vampire,Ed Sheeran,Hip-Hop/Rap,7,2025-06-04,23,2025
10,Break My Soul,Doja Cat,Rock,12,2025-06-04,23,2025
11,Kill Bill,Olivia Rodrigo,Hip-Hop/Rap,1,2025-06-04,23,2025
12,About Damn Time,Ariana Grande,Rock,10,2025-06-04,23,2025
13,Hold Me Closer,Post Malone,Rock,12,2025-06-04,23,2025
14,Unholy,Ed Sheeran,R&B/Soul,16,2025-06-04,23,2025
15,Kill Bill,Dua Lipa,R&B/Soul,12,2025-06-04,23,2025
16,Flowers,Lizzo,R&B/Soul,6,2025-06-04,23,2025
17,About Damn Time,Ed Sheeran,Pop,3,2025-06-04,23,2025
18,Unholy,Post Malone,R&B/Soul,2,2025-06-04,23,2025
19,Pink Venom,Olivia Rodrigo,Hip-Hop/Rap,13,2025-06-04,23,2025
20,Vampire,Blackpink,R&B/Soul,4,2025-06-04,23,2025
21,Vampire,Lizzo,Rock,4,2025-06-04,23,2025
22,About Damn Time,Taylor Swift,Country,1,2025-06-04,23,2025
23,Pink Venom,Taylor Swift,Hip-Hop/Rap,12,2025-06-04,23,2025
24,Pink Venom,Morgan Wallen,Hip-Hop/Rap,13,2025-06-04,23,2025
25,HUMBLE.,Billie Eilish,R&B/Soul,6,2025-06-04,23,2025
26,Flowers,Justin Bieber,Rock,3,2025-06-04,23,2025
27,Flowers,Bad Bunny,R&B/Soul,18,2025-06-04,23,2025
28,Hold Me Closer,Harry Styles,Pop,18,2025-06-04,23,2025
29,Kill Bill,Kendrick Lamar,Pop,12,2025-06-04,23,2025
30,Anti-Hero,Morgan Wallen,Pop,1,2025-06-04,23,2025
31,Pink Venom,Bad Bunny,Hip-Hop/Rap,6,2025-06-04,23,2025
32,Last Night,Taylor Swift,Hip-Hop/Rap,13,2025-06-04,23,2025
33,Dynamite,Kendrick Lamar,Country,4,2025-06-04,23,2025
34,Flowers,Ariana Grande,R&B/Soul,14,2025-06-04,23,2025
35,Pink Venom,Blackpink,Hip-Hop/Rap,1,2025-06-04,23,2025
36,Dynamite,BTS,Hip-Hop/Rap,1,2025-06-04,23,2025
37,Unholy,Drake,R&B/Soul,4,2025-06-04,23,2025
38,Late Night Talking,Lizzo,Hip-Hop/Rap,8,2025-06-04,23,2025
39,Unholy,Billie Eilish,Pop,15,2025-06-04,23,2025
40,Last Night,Ariana Grande,R&B/Soul,11,2025-06-04,23,2025
41,HUMBLE.,Harry Styles,R&B/Soul,16,2025-06-04,23,2025
42,Kill Bill,Justin Bieber,Pop,17,2025-06-04,23,2025
43,Dynamite,Lizzo,Hip-Hop/Rap,8,2025-06-04,23,2025
44,Flowers,Lizzo,Pop,14,2025-06-04,23,2025
45,Kill Bill,Ed Sheeran,Rock,11,2025-06-04,23,2025
46,About Damn Time,Doja Cat,Country,7,2025-06-04,23,2025
47,About Damn Time,Post Malone,Hip-Hop/Rap,10,2025-06-04,23,2025
48,About Damn Time,Olivia Rodrigo,Pop,6,2025-06-04,23,2025
49,Late Night Talking,Lil Baby,Hip-Hop/Rap,20,2025-06-04,23,2025
50,Flowers,Lil Baby,Hip-Hop/Rap,2,2025-06-04,23,2025
51,Unholy,The Weeknd,R&B/Soul,16,2025-06-04,23,2025
52,Kill Bill,Lizzo,Pop,18,2025-06-04,23,2025
53,Hold Me Closer,Lizzo,Country,6,2025-06-04,23,2025
54,Late Night Talking,Taylor Swift,Pop,8,2025-06-04,23,2025
55,About Damn Time,Taylor Swift,Alternative,9,2025-06-04,23,2025
56,Dynamite,Olivia Rodrigo,Pop,17,2025-06-04,23,2025
57,Unholy,Dua Lipa,R&B/Soul,2,2025-06-04,23,2025
58,Flowers,Kendrick Lamar,Hip-Hop/Rap,6,2025-06-04,23,2025
59,Dynamite,Harry Styles,Country,8,2025-06-04,23,2025
60,About Damn Time,Doja Cat,Pop,15,2025-06-04,23,2025
61,Hold Me Closer,Drake,R&B/Soul,18,2025-06-04,23,2025
62,Hold Me Closer,Dua Lipa,Pop,5,2025-06-04,23,2025
63,Flowers,Post Malone,Alternative,11,2025-06-04,23,2025
64,HUMBLE.,Billie Eilish,Pop,15,2025-06-04,23,2025
65,Pink Venom,Kendrick Lamar,Pop,13,2025-06-04,23,2025
66,Hold Me Closer,Doja Cat,R&B/Soul,19,2025-06-04,23,2025
67,Anti-Hero,Taylor Swift,Rock,13,2025-06-04,23,2025
68,Unholy,Bad Bunny,Country,19,2025-06-04,23,2025
69,Unholy,Billie Eilish,Hip-Hop/Rap,2,2025-06-04,23,2025
70,Hold Me Closer,Morgan Wallen,Pop,5,2025-06-04,23,2025
71,Break My Soul,Billie Eilish,Pop,20,2025-06-04,23,2025
72,Pink Venom,Drake,Country,1,2025-06-04,23,2025
73,Vampire,The Weeknd,R&B/Soul,18,2025-06-04,23,2025
74,Late Night Talking,Taylor Swift,Hip-Hop/Rap,8,2025-06-04,23,2025
75,Kill Bill,Blackpink,Pop,9,2025-06-04,23,2025
76,As It Was,Morgan Wallen,R&B/Soul,10,2025-06-04,23,2025
77,Late Night Talking,Drake,Country,11,2025-06-04,23,2025
78,About Damn Time,BTS,Country,18,2025-06-04,23,2025
79,Late Night Talking,Post Malone,Alternative,7,2025-06-04,23,2025
80,About Damn Time,Taylor Swift,Rock,16,2025-06-04,23,2025
81,Anti-Hero,Lizzo,Pop,10,2025-06-04,23,2025
82,Last Night,Dua Lipa,Country,15,2025-06-04,23,2025
83,Hold Me Closer,BTS,Country,1,2025-06-04,23,2025
84,Dynamite,Miley Cyrus,Country,9,2025-06-04,23,2025
85,Late Night Talking,Ariana Grande,Hip-Hop/Rap,16,2025-06-04,23,2025
86,Dynamite,Dua Lipa,Pop,6,2025-06-04,23,2025
87,About Damn Time,Post Malone,R&B/Soul,2,2025-06-04,23,2025
88,Hold Me Closer,Morgan Wallen,R&B/Soul,18,2025-06-04,23,2025
89,HUMBLE.,Lizzo,R&B/Soul,15,2025-06-04,23,2025
90,Unholy,Ed Sheeran,Country,10,2025-06-04,23,2025
91,Hold Me Closer,Ariana Grande,Rock,1,2025-06-04,23,2025
92,Hold Me Closer,Taylor Swift,Pop,11,2025-06-04,23,2025
93,About Damn Time,Drake,R&B/Soul,20,2025-06-04,23,2025
94,Flowers,Dua Lipa,Country,8,2025-06-04,23,2025
95,About Damn Time,Harry Styles,Rock,8,2025-06-04,23,2025
96,Vampire,Miley Cyrus,Pop,19,2025-06-04,23,2025
97,As It Was,Justin Bieber,R&B/Soul,20,2025-06-04,23,2025
98,Hold Me Closer,Harry Styles,R&B/Soul,19,2025-06-04,23,2025
99,Pink Venom,Billie Eilish,R&B/Soul,3,2025-06-04,23,2025
100,Last Night,Olivia Rodrigo,R&B/Soul,12,2025-06-04,23,2025
1,Last Night,Lizzo,Hip-Hop/Rap,20,2025-06-11,24,2025
2,About Damn Time,Olivia Rodrigo,Pop,8,2025-06-11,24,2025
3,Flowers,Bad Bunny,R&B/Soul,6,2025-06-11,24,2025
4,Hold Me Closer,Ed Sheeran,Pop,17,2025-06-11,24,2025
5,HUMBLE.,Olivia Rodrigo,Pop,4,2025-06-11,24,2025
6,Break My Soul,Drake,Hip-Hop/Rap,6,2025-06-11,24,2025
7,Flowers,Billie Eilish,Pop,1,2025-06-11,24,2025
8,Late Night Talking,Taylor Swift,Pop,12,2025-06-11,24,2025
9,Flowers,Post Malone,R&B/Soul,9,2025-06-11,24,2025
10,Last Night,Miley Cyrus,Pop,8,2025-06-11,24,2025
11,Flowers,Dua Lipa,R&B/Soul,8,2025-06-11,24,2025
12,Hold Me Closer,Drake,Country,12,2025-06-11,24,2025
13,Unholy,BTS,Hip-Hop/Rap,18,2025-06-11,24,2025
14,Late Night Talking,Bad Bunny,Country,8,2025-06-11,24,2025
15,Last Night,The Weeknd,Hip-Hop/Rap,16,2025-06-11,24,2025
16,HUMBLE.,Olivia Rodrigo,Hip-Hop/Rap,5,2025-06-11,24,2025
17,Kill Bill,Morgan Wallen,Hip-Hop/Rap,16,2025-06-11,24,2025
18,Break My Soul,Blackpink,Pop,19,2025-06-11,24,2025
19,Flowers,Morgan Wallen,Rock,10,2025-06-11,24,2025
20,Late Night Talking,Taylor Swift,Rock,13,2025-06-11,24,2025
21,Break My Soul,Lil Baby,Hip-Hop/Rap,7,2025-06-11,24,2025
22,Unholy,Ed Sheeran,Country,17,2025-06-11,24,2025
23,About Damn Time,Blackpink,Rock,20,2025-06-11,24,2025
24,Unholy,The Weeknd,Pop,15,2025-06-11,24,2025
25,Late Night Talking,Lil Baby,Hip-Hop/Rap,1,2025-06-11,24,2025
26,Late Night Talking,Lizzo,Rock,14,2025-06-11,24,2025
27,Hold Me Closer,Doja Cat,R&B/Soul,20,2025-06-11,24,2025
28,Hold Me Closer,Post Malone,Hip-Hop/Rap,17,2025-06-11,24,2025
29,As It Was,Post Malone,R&B/Soul,1,2025-06-11,24,2025
30,Late Night Talking,Lil Baby,Pop,13,2025-06-11,24,2025
31,Anti-Hero,The Weeknd,Rock,9,2025-06-11,24,2025
32,Late Night Talking,Billie Eilish,Country,8,2025-06-11,24,2025
33,Last Night,Justin Bieber,Pop,8,2025-06-11,24,2025
34,About Damn Time,Drake,Hip-Hop/Rap,6,2025-06-11,24,2025
35,Flowers,Ed Sheeran,Rock,3,2025-06-11,24,2025
36,Break My Soul,Kendrick Lamar,Rock,18,2025-06-11,24,2025
37,Flowers,Billie Eilish,Hip-Hop/Rap,12,2025-06-11,24,2025
38,About Damn Time,Blackpink,Hip-Hop/Rap,5,2025-06-11,24,2025
39,Late Night Talking,Post Malone,R&B/Soul,11,2025-06-11,24,2025
40,Dynamite,Olivia Rodrigo,Country,17,2025-06-11,24,2025
41,Last Night,Taylor Swift,Hip-Hop/Rap,6,2025-06-11,24,2025
42,Pink Venom,Dua Lipa,Pop,2,2025-06-11,24,2025
43,Late Night Talking,Post Malone,R&B/Soul,19,2025-06-11,24,2025
44,Kill Bill,Justin Bieber,Hip-Hop/Rap,19,2025-06-11,24,2025
45,Kill Bill,Morgan Wallen,Pop,17,2025-06-11,24,2025
46,Flowers,Billie Eilish,Pop,1,2025-06-11,24,2025
47,Flowers,Ariana Grande,R&B/Soul,2,2025-06-11,24,2025
48,About Damn Time,Miley Cyrus,Pop,18,2025-06-11,24,2025
49,Anti-Hero,Lil Baby,Pop,15,2025-06-11,24,2025
50,Hold Me Closer,Blackpink,Rock,5,2025-06-11,24,2025
51,Flowers,Justin Bieber,Alternative,3,2025-06-11,24,2025
52,Hold Me Closer,Morgan Wallen,R&B/Soul,1,2025-06-11,24,2025
53,Hold Me Closer,Kendrick Lamar,Pop,3,2025-06-11,24,2025
54,Vampire,Bad Bunny,Alternative,13,2025-06-11,24,2025
55,Hold Me Closer,Lizzo,Rock,10,2025-06-11,24,2025
56,Break My Soul,Harry Styles,R&B/Soul,19,2025-06-11,24,2025
57,Dynamite,Drake,Rock,17,2025-06-11,24,2025
58,As It Was,Harry Styles,Pop,10,2025-06-11,24,2025
59,Late Night Talking,Ariana Grande,Hip-Hop/Rap,4,2025-06-11,24,2025
60,Dynamite,BTS,Hip-Hop/Rap,16,2025-06-11,24,2025
61,About Damn Time,Blackpink,Country,3,2025-06-11,24,2025
62,Late Night Talking,Billie Eilish,Pop,7,2025-06-11,24,2025
63,HUMBLE.,Billie Eilish,Country,17,2025-06-11,24,2025
64,Unholy,The Weeknd,Hip-Hop/Rap,3,2025-06-11,24,2025
65,Flowers,Billie Eilish,Country,17,2025-06-11,24,2025
66,About Damn Time,Doja Cat,R&B/Soul,19,2025-06-11,24,2025
67,Late Night Talking,Drake,Hip-Hop/Rap,5,2025-06-11,24,2025
68,Unholy,Doja Cat,R&B/Soul,20,2025-06-11,24,2025
69,Flowers,Post Malone,Country,3,2025-06-11,24,2025
70,Pink Venom,The Weeknd,Pop,6,2025-06-11,24,2025
71,Dynamite,Dua Lipa,Country,17,2025-06-11,24,2025
72,Break My Soul,Billie Eilish,R&B/Soul,1,2025-06-11,24,2025
73,Kill Bill,Justin Bieber,Hip-Hop/Rap,8,2025-06-11,24,2025
74,Flowers,Bad Bunny,Rock,12,2025-06-11,24,2025
75,Unholy,Doja Cat,R&B/Soul,19,2025-06-11,24,2025
76,Break My Soul,Lil Baby,Rock,6,2025-06-11,24,2025
77,Last Night,Kendrick Lamar,Rock,18,2025-06-11,24,2025
78,Break My Soul,Doja Cat,Pop,16,2025-06-11,24,2025
79,Dynamite,Post Malone,R&B/Soul,7,2025-06-11,24,2025
80,Hold Me Closer,Drake,Country,20,2025-06-11,24,2025
81,Hold Me Closer,Miley Cyrus,Country,13,2025-06-11,24,2025
82,Kill Bill,The Weeknd,Pop,12,2025-06-11,24,2025
83,Pink Venom,Drake,Hip-Hop/Rap,7,2025-06-11,24,2025
84,Vampire,Post Malone,Hip-Hop/Rap,8,2025-06-11,24,2025
85,About Damn Time,Kendrick Lamar,Alternative,17,2025-06-11,24,2025
86,Dynamite,Post Malone,Hip-Hop/Rap,12,2025-06-11,24,2025
87,Pink Venom,Billie Eilish,Alternative,9,2025-06-11,24,2025
88,Flowers,Dua Lipa,Rock,17,2025-06-11,24,2025
89,Anti-Hero,Olivia Rodrigo,Alternative,2,2025-06-11,24,2025
90,Unholy,Blackpink,Pop,13,2025-06-11,24,2025
91,Last Night,BTS,Pop,20,2025-06-11,24,2025
92,Kill Bill,Morgan Wallen,Hip-Hop/Rap,14,2025-06-11,24,2025
93,Late Night Talking,Kendrick Lamar,Country,6,2025-06-11,24,2025
94,Break My Soul,Dua Lipa,Rock,3,2025-06-11,24,2025
95,Hold Me Closer,Taylor Swift,Hip-Hop/Rap,13,2025-06-11,24,2025
96,Hold Me Closer,Dua Lipa,R&B/Soul,18,2025-06-11,24,2025
97,Hold Me Closer,The Weeknd,R&B/Soul,16,2025-06-11,24,2025
98,HUMBLE.,Harry Styles,Pop,3,2025-06-11,24,2025
99,Hold Me Closer,Doja Cat,Hip-Hop/Rap,1,2025-06-11,24,2025
100,Last Night,Justin Bieber,Rock,16,2025-06-11,24,2025
1,HUMBLE.,Lil Baby,Hip-Hop/Rap,13,2025-06-18,25,2025
2,Late Night Talking,Morgan Wallen,Pop,3,2025-06-18,25,2025
3,Break My Soul,Harry Styles,Pop,17,2025-06-18,25,2025
4,Late Night Talking,Blackpink,Hip-Hop/Rap,11,2025-06-18,25,2025
5,About Damn Time,Kendrick Lamar,Hip-Hop/Rap,13,2025-06-18,25,2025
6,Last Night,Ariana Grande,R&B/Soul,10,2025-06-18,25,2025
7,Unholy,Lizzo,R&B/Soul,8,2025-06-18,25,2025
8,Kill Bill,The Weeknd,Pop,16,2025-06-18,25,2025
9,Kill Bill,Dua Lipa,R&B/Soul,14,2025-06-18,25,2025
10,Late Night Talking,BTS,Rock,2,2025-06-18,25,2025
11,Break My Soul,Doja Cat,Hip-Hop/Rap,12,2025-06-18,25,2025
12,About Damn Time,Lil Baby,Hip-Hop/Rap,17,2025-06-18,25,2025
13,Hold Me Closer,Olivia Rodrigo,Hip-Hop/Rap,6,2025-06-18,25,2025
14,Dynamite,Harry Styles,Hip-Hop/Rap,20,2025-06-18,25,2025
15,Late Night Talking,Ed Sheeran,Rock,11,2025-06-18,25,2025
16,Flowers,Kendrick Lamar,Pop,15,2025-06-18,25,2025
17,Flowers,The Weeknd,Hip-Hop/Rap,1,2025-06-18,25,2025
18,About Damn Time,Olivia Rodrigo,R&B/Soul,3,2025-06-18,25,2025
19,Hold Me Closer,The Weeknd,Rock,16,2025-06-18,25,2025
20,Unholy,Dua Lipa,Country,20,2025-06-18,25,2025
21,Kill Bill,Drake,R&B/Soul,17,2025-06-18,25,2025
22,As It Was,Blackpink,R&B/Soul,12,2025-06-18,25,2025
23,About Damn Time,Billie Eilish,Pop,14,2025-06-18,25,2025
24,Kill Bill,Miley Cyrus,R&B/Soul,14,2025-06-18,25,2025
25,As It Was,Lizzo,Rock,15,2025-06-18,25,2025
26,Unholy,The Weeknd,Rock,18,2025-06-18,25,2025
27,Hold Me Closer,Olivia Rodrigo,Pop,13,2025-06-18,25,2025
28,Late Night Talking,Post Malone,Hip-Hop/Rap,16,2025-06-18,25,2025
29,Hold Me Closer,Post Malone,R&B/Soul,3,2025-06-18,25,2025
30,Dynamite,Doja Cat,Pop,3,2025-06-18,25,2025
31,Hold Me Closer,Harry Styles,Country,4,2025-06-18,25,2025
32,Kill Bill,Ariana Grande,Country,19,2025-06-18,25,2025
33,Kill Bill,Morgan Wallen,Pop,12,2025-06-18,25,2025
34,About Damn Time,BTS,Hip-Hop/Rap,2,2025-06-18,25,2025
35,HUMBLE.,Lil Baby,Pop,13,2025-06-18,25,2025
36,Vampire,Post Malone,Hip-Hop/Rap,2,2025-06-18,25,2025
37,Kill Bill,Olivia Rodrigo,Country,8,2025-06-18,25,2025
38,Flowers,Taylor Swift,Hip-Hop/Rap,14,2025-06-18,25,2025
39,Hold Me Closer,Dua Lipa,Hip-Hop/Rap,11,2025-06-18,25,2025
40,HUMBLE.,Lil Baby,Hip-Hop/Rap,13,2025-06-18,25,2025
41,Flowers,Harry Styles,R&B/Soul,9,2025-06-18,25,2025
42,Late Night Talking,Drake,Hip-Hop/Rap,9,2025-06-18,25,2025
43,Break My Soul,Morgan Wallen,Rock,11,2025-06-18,25,2025
44,Pink Venom,Billie Eilish,R&B/Soul,8,2025-06-18,25,2025
45,Unholy,Bad Bunny,R&B/Soul,3,2025-06-18,25,2025
46,Unholy,The Weeknd,Pop,19,2025-06-18,25,2025
47,Hold Me Closer,Drake,Hip-Hop/Rap,6,2025-06-18,25,2025
48,Anti-Hero,The Weeknd,Hip-Hop/Rap,19,2025-06-18,25,2025
49,Break My Soul,Ariana Grande,Country,19,2025-06-18,25,2025
50,Pink Venom,Morgan Wallen,Pop,18,2025-06-18,25,2025
51,Flowers,Post Malone,Hip-Hop/Rap,5,2025-06-18,25,2025
52,Hold Me Closer,Dua Lipa,Pop,2,2025-06-18,25,2025
53,Break My Soul,BTS,Pop,1,2025-06-18,25,2025
54,Kill Bill,Lizzo,Pop,3,2025-06-18,25,2025
55,About Damn Time,Post Malone,Alternative,19,2025-06-18,25,2025
56,Hold Me Closer,Doja Cat,Alternative,8,2025-06-18,25,2025
57,Hold Me Closer,Taylor Swift,Pop,1,2025-06-18,25,2025
58,Flowers,Miley Cyrus,R&B/Soul,16,2025-06-18,25,2025
59,Flowers,Taylor Swift,R&B/Soul,16,2025-06-18,25,2025
60,Late Night Talking,Bad Bunny,Rock,17,2025-06-18,25,2025
61,Unholy,Dua Lipa,Alternative,17,2025-06-18,25,2025
62,Break My Soul,Kendrick Lamar,Pop,15,2025-06-18,25,2025
63,Late Night Talking,Justin Bieber,Country,1,2025-06-18,25,2025
64,Late Night Talking,Harry Styles,Pop,1,2025-06-18,25,2025
65,Unholy,Harry Styles,Pop,17,2025-06-18,25,2025
66,Anti-Hero,Post Malone,R&B/Soul,4,2025-06-18,25,2025
67,Anti-Hero,Blackpink,Hip-Hop/Rap,6,2025-06-18,25,2025
68,About Damn Time,Lil Baby,Alternative,3,2025-06-18,25,2025
69,Kill Bill,Doja Cat,Rock,3,2025-06-18,25,2025
70,Hold Me Closer,Taylor Swift,R&B/Soul,15,2025-06-18,25,2025
71,HUMBLE.,Olivia Rodrigo,Country,9,2025-06-18,25,2025
72,About Damn Time,Lil Baby,Pop,12,2025-06-18,25,2025
