rank,title,artist,genre,weeks_on_chart,date
65,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2024-11-20
66,New Rules,Dua Lipa,Electronic/Dance,7,2024-11-20
67,Hold Me Closer,Elton John & Britney Spears,Pop,2,2024-11-20
68,Smells Like Teen Spirit,Nirvana,Rock,1,2024-11-20
69,Die For You,The Weeknd,R&B/Soul,8,2024-11-20
70,OMG,NewJeans,K-Pop,6,2024-11-20
71,She Had Me At Heads Carolina,Cole Swindell,Country,7,2024-11-20
72,Physical,Dua Lipa,Electronic/Dance,3,2024-11-20
73,ETA,NewJeans,K-Pop,4,2024-11-20
74,She Had Me At Heads Carolina,Cole Swindell,Country,5,2024-11-20
75,Late Night Talking,Harry Styles,Pop,5,2024-11-20
76,Late Night Talking,Harry Styles,Pop,5,2024-11-20
77,If I Was a Cowboy,Miranda Lambert,Country,5,2024-11-20
78,God's Plan,Drake,Hip-Hop/Rap,4,2024-11-20
79,Party,Bad Bunny & Rauw Alejandro,Latin,2,2024-11-20
80,Moscow Mule,Bad Bunny,Latin,2,2024-11-20
81,Butter,BTS,K-Pop,2,2024-11-20
82,Don't Start Now,Dua Lipa,Electronic/Dance,4,2024-11-20
83,Después de la Playa,Bad Bunny,Latin,2,2024-11-20
84,Til You Can't,Cody Johnson,Country,8,2024-11-20
85,Super Shy,NewJeans,K-Pop,5,2024-11-20
86,Running Up That Hill,Kate Bush,Rock,5,2024-11-20
87,As It Was,Harry Styles,Pop,5,2024-11-20
88,White Iverson,Post Malone,Alternative,4,2024-11-20
89,Butter,BTS,K-Pop,6,2024-11-20
90,OMG,NewJeans,K-Pop,5,2024-11-20
91,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,3,2024-11-20
92,Creep,Radiohead,Rock,6,2024-11-20
93,Kill Bill,SZA,R&B/Soul,2,2024-11-20
94,As It Was,Harry Styles,Pop,5,2024-11-20
95,Sunflower,Post Malone & Swae Lee,Pop,4,2024-11-20
96,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2024-11-20
97,Savage,Megan Thee Stallion,Hip-Hop/Rap,6,2024-11-20
98,Running Up That Hill,Kate Bush,Rock,7,2024-11-20
99,As It Was,Harry Styles,Pop,7,2024-11-20
100,"Going, Going, Gone",Luke Combs,Country,5,2024-11-20
1,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,15,2024-11-27
2,Kill Bill,SZA,R&B/Soul,16,2024-11-27
3,I Fall Apart,Post Malone,Alternative,21,2024-11-27
4,Después de la Playa,Bad Bunny,Latin,20,2024-11-27
5,Flowers,Miley Cyrus,Pop,18,2024-11-27
6,Shirt,SZA,R&B/Soul,13,2024-11-27
7,Hold Me Closer,Elton John & Britney Spears,Pop,21,2024-11-27
8,About Damn Time,Lizzo,Pop,14,2024-11-27
9,The Box,Roddy Ricch,Hip-Hop/Rap,11,2024-11-27
10,Calm Down,Rema & Selena Gomez,R&B/Soul,21,2024-11-27
11,Til You Can't,Cody Johnson,Country,7,2024-11-27
12,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,13,2024-11-27
13,Anti-Hero,Taylor Swift,Pop,4,2024-11-27
14,Hold Me Closer,Elton John & Britney Spears,Pop,14,2024-11-27
15,Dynamite,BTS,K-Pop,6,2024-11-27
16,Party,Bad Bunny & Rauw Alejandro,Latin,6,2024-11-27
17,Hold Me Closer,Elton John & Britney Spears,Pop,5,2024-11-27
18,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,13,2024-11-27
19,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,14,2024-11-27
20,Physical,Dua Lipa,Electronic/Dance,5,2024-11-27
21,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,15,2024-11-27
22,Break My Soul,Beyoncé,Pop,10,2024-11-27
23,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,15,2024-11-27
24,Blinding Lights,The Weeknd,Alternative,3,2024-11-27
25,IDGAF,Dua Lipa,Electronic/Dance,4,2024-11-27
26,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,4,2024-11-27
27,La Corriente,Bad Bunny & Tony Dize,Latin,13,2024-11-27
28,Butter,BTS,K-Pop,14,2024-11-27
29,Congratulations,Post Malone ft. Quavo,Pop,8,2024-11-27
30,As It Was,Harry Styles,Pop,7,2024-11-27
31,White Iverson,Post Malone,Alternative,12,2024-11-27
32,Physical,Dua Lipa,Electronic/Dance,8,2024-11-27
33,Break My Heart,Dua Lipa,Electronic/Dance,14,2024-11-27
34,If I Was a Cowboy,Miranda Lambert,Country,14,2024-11-27
35,Ditto,NewJeans,K-Pop,15,2024-11-27
36,Congratulations,Post Malone ft. Quavo,Pop,6,2024-11-27
37,Vampire,Olivia Rodrigo,Pop,8,2024-11-27
38,CUFF IT,Beyoncé,R&B/Soul,14,2024-11-27
39,New Rules,Dua Lipa,Electronic/Dance,7,2024-11-27
40,Después de la Playa,Bad Bunny,Latin,11,2024-11-27
41,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,14,2024-11-27
42,If I Was a Cowboy,Miranda Lambert,Country,11,2024-11-27
43,Late Night Talking,Harry Styles,Pop,14,2024-11-27
44,Circles,Post Malone,Alternative,15,2024-11-27
45,Thought You Should Know,Morgan Wallen,Country,8,2024-11-27
46,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,15,2024-11-27
47,Break My Soul,Beyoncé,Pop,3,2024-11-27
48,Sweet Child O' Mine,Guns N' Roses,Rock,11,2024-11-27
49,Blinding Lights,The Weeknd,Alternative,3,2024-11-27
50,Hype Boy,NewJeans,K-Pop,11,2024-11-27
51,Creep,Radiohead,Rock,2,2024-11-27
52,Thought You Should Know,Morgan Wallen,Country,3,2024-11-27
53,Go Flex,Post Malone,Alternative,1,2024-11-27
54,New Rules,Dua Lipa,Electronic/Dance,6,2024-11-27
55,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,2,2024-11-27
56,Essence,WizKid ft. Tems,R&B/Soul,4,2024-11-27
57,Shirt,SZA,R&B/Soul,6,2024-11-27
58,Last Night,Morgan Wallen,Country,7,2024-11-27
59,Congratulations,Post Malone ft. Quavo,Pop,6,2024-11-27
60,Go Flex,Post Malone,Alternative,4,2024-11-27
61,Dynamite,BTS,K-Pop,1,2024-11-27
62,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,4,2024-11-27
63,As It Was,Harry Styles,Pop,1,2024-11-27
64,Kill Bill,SZA,R&B/Soul,8,2024-11-27
65,OMG,NewJeans,K-Pop,5,2024-11-27
66,Physical,Dua Lipa,Electronic/Dance,1,2024-11-27
67,Super Shy,NewJeans,K-Pop,6,2024-11-27
68,Deja Vu,Post Malone,Alternative,4,2024-11-27
69,As It Was,Harry Styles,Pop,8,2024-11-27
70,White Iverson,Post Malone,Alternative,2,2024-11-27
71,The Kind of Love We Make,Luke Combs,Country,3,2024-11-27
72,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,8,2024-11-27
73,Party,Bad Bunny & Rauw Alejandro,Latin,4,2024-11-27
74,Die For You,The Weeknd,R&B/Soul,6,2024-11-27
75,Kill Bill,SZA,R&B/Soul,6,2024-11-27
76,Hold Me Closer,Elton John & Britney Spears,Pop,3,2024-11-27
77,Rich Flex,Drake & 21 Savage,R&B/Soul,7,2024-11-27
78,Hold On,Justin Bieber,Pop,1,2024-11-27
79,The Kind of Love We Make,Luke Combs,Country,1,2024-11-27
80,Seven Nation Army,The White Stripes,Rock,3,2024-11-27
81,Vampire,Olivia Rodrigo,Pop,1,2024-11-27
82,Hold On,Justin Bieber,Pop,2,2024-11-27
83,Wild as Her,Corey Kent,Country,1,2024-11-27
84,About Damn Time,Lizzo,Pop,6,2024-11-27
85,IDGAF,Dua Lipa,Electronic/Dance,2,2024-11-27
86,Last Night,Morgan Wallen,Country,4,2024-11-27
87,Blinding Lights,The Weeknd,Alternative,2,2024-11-27
88,Andrea,Bad Bunny & Buscabulla,Latin,7,2024-11-27
89,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2024-11-27
90,Wonderwall,Oasis,Rock,2,2024-11-27
91,Smells Like Teen Spirit,Nirvana,Rock,3,2024-11-27
92,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,5,2024-11-27
93,Unholy,Sam Smith & Kim Petras,Pop,7,2024-11-27
94,Tití Me Preguntó,Bad Bunny,Latin,3,2024-11-27
95,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,2,2024-11-27
96,New Jeans,NewJeans,K-Pop,7,2024-11-27
97,"Going, Going, Gone",Luke Combs,Country,4,2024-11-27
98,Kill Bill,SZA,R&B/Soul,3,2024-11-27
99,I Fall Apart,Post Malone,Alternative,3,2024-11-27
100,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,1,2024-11-27
1,El Apagón,Bad Bunny,Latin,25,2024-12-04
2,Super Shy,NewJeans,K-Pop,12,2024-12-04
3,About Damn Time,Lizzo,Pop,22,2024-12-04
4,Wild as Her,Corey Kent,Country,13,2024-12-04
5,Kill Bill,SZA,R&B/Soul,21,2024-12-04
6,Die For You,The Weeknd,R&B/Soul,22,2024-12-04
7,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,23,2024-12-04
8,Después de la Playa,Bad Bunny,Latin,19,2024-12-04
9,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,16,2024-12-04
10,Break My Soul,Beyoncé,Pop,25,2024-12-04
11,Master of Puppets,Metallica,Rock,6,2024-12-04
12,El Apagón,Bad Bunny,Latin,13,2024-12-04
13,"Going, Going, Gone",Luke Combs,Country,12,2024-12-04
14,Good Days,SZA,R&B/Soul,7,2024-12-04
15,As It Was,Harry Styles,Pop,13,2024-12-04
16,Hold On,Justin Bieber,Pop,9,2024-12-04
17,Die For You,The Weeknd,R&B/Soul,7,2024-12-04
18,Thought You Should Know,Morgan Wallen,Country,9,2024-12-04
19,Hold On,Justin Bieber,Pop,15,2024-12-04
20,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,6,2024-12-04
21,Flowers,Miley Cyrus,Pop,3,2024-12-04
22,Unholy,Sam Smith & Kim Petras,Pop,10,2024-12-04
23,Party,Bad Bunny & Rauw Alejandro,Latin,15,2024-12-04
24,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,4,2024-12-04
25,Savage,Megan Thee Stallion,Hip-Hop/Rap,15,2024-12-04
26,Physical,Dua Lipa,Electronic/Dance,14,2024-12-04
27,New Rules,Dua Lipa,Electronic/Dance,13,2024-12-04
28,Congratulations,Post Malone ft. Quavo,Pop,5,2024-12-04
29,As It Was,Harry Styles,Pop,9,2024-12-04
30,Die For You,The Weeknd,R&B/Soul,15,2024-12-04
31,God's Plan,Drake,Hip-Hop/Rap,10,2024-12-04
32,Lift Me Up,Rihanna,R&B/Soul,14,2024-12-04
33,Deja Vu,Post Malone,Alternative,15,2024-12-04
34,New Jeans,NewJeans,K-Pop,9,2024-12-04
35,Rich Flex,Drake & 21 Savage,R&B/Soul,11,2024-12-04
36,Wild as Her,Corey Kent,Country,13,2024-12-04
37,Late Night Talking,Harry Styles,Pop,10,2024-12-04
38,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,3,2024-12-04
39,Blinding Lights,The Weeknd,Alternative,5,2024-12-04
40,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,6,2024-12-04
41,Hold Me Closer,Elton John & Britney Spears,Pop,12,2024-12-04
42,Better Now,Post Malone,Alternative,5,2024-12-04
43,Efecto,Bad Bunny,Latin,7,2024-12-04
44,Anti-Hero,Taylor Swift,Pop,15,2024-12-04
45,"Going, Going, Gone",Luke Combs,Country,12,2024-12-04
46,If I Was a Cowboy,Miranda Lambert,Country,10,2024-12-04
47,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2024-12-04
48,Late Night Talking,Harry Styles,Pop,11,2024-12-04
49,"Going, Going, Gone",Luke Combs,Country,11,2024-12-04
50,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,3,2024-12-04
51,Tití Me Preguntó,Bad Bunny,Latin,8,2024-12-04
52,Seven Nation Army,The White Stripes,Rock,7,2024-12-04
53,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,5,2024-12-04
54,Creep,Radiohead,Rock,7,2024-12-04
55,New Jeans,NewJeans,K-Pop,4,2024-12-04
56,Pink Venom,BLACKPINK,K-Pop,7,2024-12-04
57,Til You Can't,Cody Johnson,Country,7,2024-12-04
58,Late Night Talking,Harry Styles,Pop,4,2024-12-04
59,Good Days,SZA,R&B/Soul,1,2024-12-04
60,The Box,Roddy Ricch,Hip-Hop/Rap,8,2024-12-04
61,Running Up That Hill,Kate Bush,Rock,7,2024-12-04
62,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,1,2024-12-04
63,Smells Like Teen Spirit,Nirvana,Rock,4,2024-12-04
64,Hold On,Justin Bieber,Pop,4,2024-12-04
65,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,3,2024-12-04
66,Break My Soul,Beyoncé,Pop,4,2024-12-04
67,New Rules,Dua Lipa,Electronic/Dance,2,2024-12-04
68,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,4,2024-12-04
69,If I Was a Cowboy,Miranda Lambert,Country,5,2024-12-04
70,Seven Nation Army,The White Stripes,Rock,4,2024-12-04
71,Super Shy,NewJeans,K-Pop,3,2024-12-04
72,Después de la Playa,Bad Bunny,Latin,6,2024-12-04
73,Hold Me Closer,Elton John & Britney Spears,Pop,6,2024-12-04
74,Creep,Radiohead,Rock,3,2024-12-04
75,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,1,2024-12-04
76,"Going, Going, Gone",Luke Combs,Country,4,2024-12-04
77,Wonderwall,Oasis,Rock,3,2024-12-04
78,About Damn Time,Lizzo,Pop,1,2024-12-04
79,Go Flex,Post Malone,Alternative,3,2024-12-04
80,Butter,BTS,K-Pop,7,2024-12-04
81,Congratulations,Post Malone ft. Quavo,Pop,4,2024-12-04
82,The Kind of Love We Make,Luke Combs,Country,1,2024-12-04
83,La Corriente,Bad Bunny & Tony Dize,Latin,3,2024-12-04
84,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2024-12-04
85,Hold Me Closer,Elton John & Britney Spears,Pop,3,2024-12-04
86,Lift Me Up,Rihanna,R&B/Soul,3,2024-12-04
87,Flowers,Miley Cyrus,Pop,5,2024-12-04
88,CUFF IT,Beyoncé,R&B/Soul,4,2024-12-04
89,Essence,WizKid ft. Tems,R&B/Soul,1,2024-12-04
90,Running Up That Hill,Kate Bush,Rock,6,2024-12-04
91,About Damn Time,Lizzo,Pop,1,2024-12-04
92,El Apagón,Bad Bunny,Latin,5,2024-12-04
93,Unholy,Sam Smith & Kim Petras,Pop,7,2024-12-04
94,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,6,2024-12-04
95,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,2,2024-12-04
96,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,4,2024-12-04
97,Kill Bill,SZA,R&B/Soul,4,2024-12-04
98,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2024-12-04
99,Vampire,Olivia Rodrigo,Pop,5,2024-12-04
100,Ditto,NewJeans,K-Pop,4,2024-12-04
1,Después de la Playa,Bad Bunny,Latin,13,2024-12-11
2,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,9,2024-12-11
3,Hype Boy,NewJeans,K-Pop,17,2024-12-11
4,New Rules,Dua Lipa,Electronic/Dance,23,2024-12-11
5,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,18,2024-12-11
6,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,13,2024-12-11
7,Wild as Her,Corey Kent,Country,19,2024-12-11
8,Moscow Mule,Bad Bunny,Latin,10,2024-12-11
9,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,13,2024-12-11
10,Essence,WizKid ft. Tems,R&B/Soul,15,2024-12-11
11,Hold Me Closer,Elton John & Britney Spears,Pop,11,2024-12-11
12,Sweet Child O' Mine,Guns N' Roses,Rock,5,2024-12-11
13,Wild as Her,Corey Kent,Country,7,2024-12-11
14,ETA,NewJeans,K-Pop,12,2024-12-11
15,Después de la Playa,Bad Bunny,Latin,3,2024-12-11
16,Flowers,Miley Cyrus,Pop,9,2024-12-11
17,Anti-Hero,Taylor Swift,Pop,10,2024-12-11
18,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2024-12-11
19,You Proof,Morgan Wallen,Country,5,2024-12-11
20,Lift Me Up,Rihanna,R&B/Soul,10,2024-12-11
21,Moscow Mule,Bad Bunny,Latin,7,2024-12-11
22,Blinding Lights,The Weeknd,Alternative,6,2024-12-11
23,Kill Bill,SZA,R&B/Soul,8,2024-12-11
24,Hold On,Justin Bieber,Pop,8,2024-12-11
25,In Da Club,50 Cent,Hip-Hop/Rap,7,2024-12-11
26,El Apagón,Bad Bunny,Latin,7,2024-12-11
27,Vampire,Olivia Rodrigo,Pop,14,2024-12-11
28,God's Plan,Drake,Hip-Hop/Rap,4,2024-12-11
29,Smells Like Teen Spirit,Nirvana,Rock,4,2024-12-11
30,Essence,WizKid ft. Tems,R&B/Soul,13,2024-12-11
31,New Jeans,NewJeans,K-Pop,5,2024-12-11
32,God's Plan,Drake,Hip-Hop/Rap,4,2024-12-11
33,Hold Me Closer,Elton John & Britney Spears,Pop,12,2024-12-11
34,Good Days,SZA,R&B/Soul,8,2024-12-11
35,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,3,2024-12-11
36,Vampire,Olivia Rodrigo,Pop,13,2024-12-11
37,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2024-12-11
38,New Jeans,NewJeans,K-Pop,13,2024-12-11
39,OMG,NewJeans,K-Pop,9,2024-12-11
40,Tití Me Preguntó,Bad Bunny,Latin,10,2024-12-11
41,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,5,2024-12-11
42,The Box,Roddy Ricch,Hip-Hop/Rap,4,2024-12-11
43,Después de la Playa,Bad Bunny,Latin,7,2024-12-11
44,Good Days,SZA,R&B/Soul,14,2024-12-11
45,The Kind of Love We Make,Luke Combs,Country,14,2024-12-11
46,Anti-Hero,Taylor Swift,Pop,9,2024-12-11
47,About Damn Time,Lizzo,Pop,13,2024-12-11
48,If I Was a Cowboy,Miranda Lambert,Country,3,2024-12-11
49,She Had Me At Heads Carolina,Cole Swindell,Country,5,2024-12-11
50,You Proof,Morgan Wallen,Country,13,2024-12-11
51,Vampire,Olivia Rodrigo,Pop,2,2024-12-11
52,IDGAF,Dua Lipa,Electronic/Dance,1,2024-12-11
53,The Box,Roddy Ricch,Hip-Hop/Rap,2,2024-12-11
54,Hype Boy,NewJeans,K-Pop,5,2024-12-11
55,Hold On,Justin Bieber,Pop,8,2024-12-11
56,Blinding Lights,The Weeknd,Alternative,6,2024-12-11
57,Hold On,Justin Bieber,Pop,3,2024-12-11
58,About Damn Time,Lizzo,Pop,4,2024-12-11
59,Ditto,NewJeans,K-Pop,8,2024-12-11
60,Rich Flex,Drake & 21 Savage,R&B/Soul,8,2024-12-11
61,OMG,NewJeans,K-Pop,2,2024-12-11
62,Hotel California,Eagles,Rock,7,2024-12-11
63,OMG,NewJeans,K-Pop,7,2024-12-11
64,Hold Me Closer,Elton John & Britney Spears,Pop,1,2024-12-11
65,White Iverson,Post Malone,Alternative,1,2024-12-11
66,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,5,2024-12-11
67,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,7,2024-12-11
68,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,5,2024-12-11
69,Creep,Radiohead,Rock,3,2024-12-11
70,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,3,2024-12-11
71,God's Plan,Drake,Hip-Hop/Rap,8,2024-12-11
72,Wonderwall,Oasis,Rock,6,2024-12-11
73,Break My Soul,Beyoncé,Pop,7,2024-12-11
74,Break My Heart,Dua Lipa,Electronic/Dance,4,2024-12-11
75,Zombie,The Cranberries,Rock,1,2024-12-11
76,Hotel California,Eagles,Rock,6,2024-12-11
77,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,1,2024-12-11
78,Congratulations,Post Malone ft. Quavo,Pop,4,2024-12-11
79,El Apagón,Bad Bunny,Latin,7,2024-12-11
80,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2024-12-11
81,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,5,2024-12-11
82,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,2,2024-12-11
83,Go Flex,Post Malone,Alternative,4,2024-12-11
84,You Proof,Morgan Wallen,Country,2,2024-12-11
85,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2024-12-11
86,Anti-Hero,Taylor Swift,Pop,1,2024-12-11
87,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,4,2024-12-11
88,Late Night Talking,Harry Styles,Pop,7,2024-12-11
89,Blinding Lights,The Weeknd,Alternative,7,2024-12-11
90,Tití Me Preguntó,Bad Bunny,Latin,1,2024-12-11
91,Kill Bill,SZA,R&B/Soul,8,2024-12-11
92,As It Was,Harry Styles,Pop,5,2024-12-11
93,Ditto,NewJeans,K-Pop,3,2024-12-11
94,Shirt,SZA,R&B/Soul,7,2024-12-11
95,New Rules,Dua Lipa,Electronic/Dance,6,2024-12-11
96,Late Night Talking,Harry Styles,Pop,4,2024-12-11
97,Zombie,The Cranberries,Rock,7,2024-12-11
98,Congratulations,Post Malone ft. Quavo,Pop,8,2024-12-11
99,The Kind of Love We Make,Luke Combs,Country,3,2024-12-11
100,Tití Me Preguntó,Bad Bunny,Latin,4,2024-12-11
1,Wonderwall,Oasis,Rock,21,2024-12-18
2,Anti-Hero,Taylor Swift,Pop,13,2024-12-18
3,Zombie,The Cranberries,Rock,18,2024-12-18
4,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,12,2024-12-18
5,Hold Me Closer,Elton John & Britney Spears,Pop,18,2024-12-18
6,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,21,2024-12-18
7,Wonderwall,Oasis,Rock,16,2024-12-18
8,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,12,2024-12-18
9,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,17,2024-12-18
10,She Had Me At Heads Carolina,Cole Swindell,Country,18,2024-12-18
11,Andrea,Bad Bunny & Buscabulla,Latin,12,2024-12-18
12,Sunflower,Post Malone & Swae Lee,Pop,14,2024-12-18
13,Pink Venom,BLACKPINK,K-Pop,6,2024-12-18
14,Pink Venom,BLACKPINK,K-Pop,4,2024-12-18
15,Flowers,Miley Cyrus,Pop,10,2024-12-18
16,Seven Nation Army,The White Stripes,Rock,5,2024-12-18
17,ETA,NewJeans,K-Pop,5,2024-12-18
18,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,14,2024-12-18
19,Sunflower,Post Malone & Swae Lee,Pop,6,2024-12-18
20,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,13,2024-12-18
21,In Da Club,50 Cent,Hip-Hop/Rap,5,2024-12-18
22,Hold Me Closer,Elton John & Britney Spears,Pop,7,2024-12-18
23,Bad Guy,Billie Eilish,Alternative,6,2024-12-18
24,You Proof,Morgan Wallen,Country,8,2024-12-18
25,If I Was a Cowboy,Miranda Lambert,Country,12,2024-12-18
26,Til You Can't,Cody Johnson,Country,14,2024-12-18
27,La Corriente,Bad Bunny & Tony Dize,Latin,13,2024-12-18
28,Late Night Talking,Harry Styles,Pop,13,2024-12-18
29,Sunflower,Post Malone & Swae Lee,Pop,11,2024-12-18
30,Tití Me Preguntó,Bad Bunny,Latin,11,2024-12-18
31,Super Shy,NewJeans,K-Pop,9,2024-12-18
32,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,6,2024-12-18
33,"Going, Going, Gone",Luke Combs,Country,3,2024-12-18
34,Flowers,Miley Cyrus,Pop,4,2024-12-18
35,Wild as Her,Corey Kent,Country,4,2024-12-18
36,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,9,2024-12-18
37,Go Flex,Post Malone,Alternative,14,2024-12-18
38,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,11,2024-12-18
39,Break My Soul,Beyoncé,Pop,5,2024-12-18
40,Dynamite,BTS,K-Pop,14,2024-12-18
41,Shut Down,BLACKPINK,K-Pop,10,2024-12-18
42,Essence,WizKid ft. Tems,R&B/Soul,10,2024-12-18
43,Blinding Lights,The Weeknd,Alternative,12,2024-12-18
44,Til You Can't,Cody Johnson,Country,9,2024-12-18
45,Die For You,The Weeknd,R&B/Soul,10,2024-12-18
46,About Damn Time,Lizzo,Pop,11,2024-12-18
47,Congratulations,Post Malone ft. Quavo,Pop,15,2024-12-18
48,I Fall Apart,Post Malone,Alternative,3,2024-12-18
49,Después de la Playa,Bad Bunny,Latin,13,2024-12-18
50,Savage,Megan Thee Stallion,Hip-Hop/Rap,13,2024-12-18
51,I Fall Apart,Post Malone,Alternative,6,2024-12-18
52,Super Shy,NewJeans,K-Pop,5,2024-12-18
53,New Rules,Dua Lipa,Electronic/Dance,7,2024-12-18
54,Calm Down,Rema & Selena Gomez,R&B/Soul,6,2024-12-18
55,Break My Heart,Dua Lipa,Electronic/Dance,5,2024-12-18
56,Physical,Dua Lipa,Electronic/Dance,1,2024-12-18
57,Anti-Hero,Taylor Swift,Pop,4,2024-12-18
58,Smells Like Teen Spirit,Nirvana,Rock,1,2024-12-18
59,If I Was a Cowboy,Miranda Lambert,Country,5,2024-12-18
60,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,7,2024-12-18
61,Pink Venom,BLACKPINK,K-Pop,7,2024-12-18
62,Wild as Her,Corey Kent,Country,1,2024-12-18
63,Anti-Hero,Taylor Swift,Pop,1,2024-12-18
64,Calm Down,Rema & Selena Gomez,R&B/Soul,7,2024-12-18
65,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,1,2024-12-18
66,You Proof,Morgan Wallen,Country,6,2024-12-18
67,About Damn Time,Lizzo,Pop,7,2024-12-18
68,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2024-12-18
69,As It Was,Harry Styles,Pop,1,2024-12-18
70,Sunflower,Post Malone & Swae Lee,Pop,3,2024-12-18
71,Pink Venom,BLACKPINK,K-Pop,2,2024-12-18
72,Butter,BTS,K-Pop,6,2024-12-18
73,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,4,2024-12-18
74,Hold On,Justin Bieber,Pop,5,2024-12-18
75,"Going, Going, Gone",Luke Combs,Country,8,2024-12-18
76,About Damn Time,Lizzo,Pop,7,2024-12-18
77,Kill Bill,SZA,R&B/Soul,1,2024-12-18
78,Hold Me Closer,Elton John & Britney Spears,Pop,5,2024-12-18
79,Essence,WizKid ft. Tems,R&B/Soul,5,2024-12-18
80,If I Was a Cowboy,Miranda Lambert,Country,5,2024-12-18
81,As It Was,Harry Styles,Pop,4,2024-12-18
82,The Kind of Love We Make,Luke Combs,Country,4,2024-12-18
83,Sunflower,Post Malone & Swae Lee,Pop,3,2024-12-18
84,CUFF IT,Beyoncé,R&B/Soul,2,2024-12-18
85,Butter,BTS,K-Pop,1,2024-12-18
86,Hold On,Justin Bieber,Pop,1,2024-12-18
87,Kill Bill,SZA,R&B/Soul,1,2024-12-18
88,OMG,NewJeans,K-Pop,7,2024-12-18
89,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,1,2024-12-18
